    0.917133     0.082867
    0.915733     0.084267
    0.914312     0.085688
    0.912870     0.087130
    0.911407     0.088593
    0.909922     0.090078
    0.908415     0.091585
    0.906887     0.093113
    0.905336     0.094664
    0.903763     0.096237
    0.902168     0.097832
    0.900551     0.099449
    0.898911     0.101089
    0.897248     0.102752
    0.895562     0.104438
    0.893853     0.106147
    0.892120     0.107880
    0.890365     0.109635
    0.888586     0.111414
    0.886783     0.113217
    0.884957     0.115043
    0.883106     0.116894
    0.881232     0.118768
    0.879334     0.120666
    0.877412     0.122588
    0.875465     0.124535
    0.873494     0.126506
    0.871499     0.128501
    0.869479     0.130521
    0.867435     0.132565
    0.865366     0.134634
    0.863272     0.136728
    0.861153     0.138847
    0.859009     0.140991
    0.856841     0.143159
    0.854647     0.145353
    0.852429     0.147571
    0.850185     0.149815
    0.847916     0.152084
    0.845622     0.154378
    0.843302     0.156698
    0.840958     0.159042
    0.838588     0.161412
    0.836192     0.163808
    0.833772     0.166228
    0.831325     0.168675
    0.828854     0.171146
    0.826357     0.173643
    0.823834     0.176166
    0.821286     0.178714
    0.818711     0.181289
    0.816110     0.183890
    0.813483     0.186517
    0.810830     0.189170
    0.808152     0.191848
    0.805449     0.194551
    0.802720     0.197280
    0.799967     0.200033
    0.797190     0.202810
    0.794388     0.205612
    0.791562     0.208438
    0.788713     0.211287
    0.785840     0.214160
    0.782944     0.217056
    0.780025     0.219975
    0.777084     0.222916
    0.774121     0.225879
    0.771136     0.228864
    0.768129     0.231871
    0.765101     0.234899
    0.762052     0.237948
    0.758983     0.241017
    0.755894     0.244106
    0.752785     0.247215
    0.749656     0.250344
    0.746508     0.253492
    0.743342     0.256658
    0.740157     0.259843
    0.736955     0.263045
    0.733735     0.266265
    0.730497     0.269503
    0.727243     0.272757
    0.723973     0.276027
    0.720687     0.279313
    0.717385     0.282615
    0.714069     0.285931
    0.710738     0.289262
    0.707392     0.292608
    0.704033     0.295967
    0.700661     0.299339
    0.697276     0.302724
    0.693879     0.306121
    0.690470     0.309530
    0.687049     0.312951
    0.683618     0.316382
    0.680176     0.319824
    0.676725     0.323275
    0.673264     0.326736
    0.669795     0.330205
    0.666317     0.333683
    0.662831     0.337169
    0.659339     0.340661
    0.655839     0.344161
    0.652334     0.347666
    0.648822     0.351178
    0.645306     0.354694
    0.641786     0.358214
    0.638261     0.361739
    0.634733     0.365267
    0.631203     0.368797
    0.627670     0.372330
    0.624136     0.375864
    0.620601     0.379399
    0.617066     0.382934
    0.613531     0.386469
    0.609997     0.390003
    0.606465     0.393535
    0.602935     0.397065
    0.599408     0.400592
    0.595884     0.404116
    0.592364     0.407636
    0.588850     0.411150
    0.585340     0.414660
    0.581837     0.418163
    0.578341     0.421659
    0.574853     0.425147
    0.571372     0.428628
    0.567901     0.432099
    0.564439     0.435561
    0.560988     0.439012
    0.557547     0.442453
    0.554119     0.445881
    0.550703     0.449297
    0.547301     0.452699
    0.543912     0.456088
    0.540539     0.459461
    0.537180     0.462820
    0.533839     0.466161
    0.530514     0.469486
    0.527207     0.472793
    0.523919     0.476081
    0.520650     0.479350
    0.517402     0.482598
    0.514174     0.485826
    0.510964     0.489036
    0.507773     0.492227
    0.504601     0.495399
    0.501448     0.498552
    0.498314     0.501686
    0.495201     0.504799
    0.492107     0.507893
    0.489034     0.510966
    0.485982     0.514018
    0.482952     0.517048
    0.479942     0.520058
    0.476954     0.523046
    0.473989     0.526011
    0.471046     0.528954
    0.468125     0.531875
    0.465227     0.534773
    0.462352     0.537648
    0.459500     0.540500
    0.456672     0.543328
    0.453868     0.546132
    0.451087     0.548913
    0.448330     0.551670
    0.445598     0.554402
    0.442890     0.557110
    0.440207     0.559793
    0.437548     0.562452
    0.434914     0.565086
    0.432306     0.567694
    0.429722     0.570278
    0.427163     0.572837
    0.424630     0.575370
    0.422122     0.577878
    0.419639     0.580361
    0.417182     0.582818
    0.414751     0.585249
    0.412345     0.587655
    0.409964     0.590036
    0.407609     0.592391
    0.405280     0.594720
    0.402977     0.597023
    0.400699     0.599301
    0.398446     0.601554
    0.396220     0.603780
    0.394019     0.605981
    0.391843     0.608157
    0.389692     0.610308
    0.387567     0.612433
    0.385468     0.614532
    0.383393     0.616607
    0.381343     0.618657
    0.379319     0.620681
    0.377319     0.622681
    0.375344     0.624656
    0.373393     0.626607
    0.371467     0.628533
    0.369565     0.630435
    0.367687     0.632313
    0.365833     0.634167
