    0.990000     0.010000
    0.989813     0.010187
    0.989622     0.010378
    0.989428     0.010572
    0.989230     0.010770
    0.989028     0.010972
    0.988823     0.011177
    0.988614     0.011386
    0.988401     0.011599
    0.988185     0.011815
    0.987964     0.012036
    0.987739     0.012261
    0.987510     0.012490
    0.987277     0.012723
    0.987040     0.012960
    0.986798     0.013202
    0.986552     0.013448
    0.986301     0.013699
    0.986046     0.013954
    0.985786     0.014214
    0.985521     0.014479
    0.985252     0.014748
    0.984977     0.015023
    0.984698     0.015302
    0.984413     0.015587
    0.984124     0.015876
    0.983829     0.016171
    0.983528     0.016472
    0.983223     0.016777
    0.982912     0.017088
    0.982595     0.017405
    0.982272     0.017728
    0.981944     0.018056
    0.981610     0.018390
    0.981270     0.018730
    0.980923     0.019077
    0.980571     0.019429
    0.980212     0.019788
    0.979846     0.020154
    0.979474     0.020526
    0.979096     0.020904
    0.978710     0.021290
    0.978318     0.021682
    0.977918     0.022082
    0.977512     0.022488
    0.977098     0.022902
    0.976677     0.023323
    0.976248     0.023752
    0.975812     0.024188
    0.975368     0.024632
    0.974916     0.025084
    0.974456     0.025544
    0.973987     0.026013
    0.973511     0.026489
    0.973026     0.026974
    0.972533     0.027467
    0.972030     0.027970
    0.971519     0.028481
    0.970999     0.029001
    0.970470     0.029530
    0.969932     0.030068
    0.969384     0.030616
    0.968826     0.031174
    0.968259     0.031741
    0.967682     0.032318
    0.967095     0.032905
    0.966498     0.033502
    0.965891     0.034109
    0.965273     0.034727
    0.964644     0.035356
    0.964004     0.035996
    0.963354     0.036646
    0.962692     0.037308
    0.962020     0.037980
    0.961335     0.038665
    0.960639     0.039361
    0.959931     0.040069
    0.959212     0.040788
    0.958480     0.041520
    0.957736     0.042264
    0.956979     0.043021
    0.956209     0.043791
    0.955427     0.044573
    0.954632     0.045368
    0.953823     0.046177
    0.953001     0.046999
    0.952166     0.047834
    0.951317     0.048683
    0.950454     0.049546
    0.949578     0.050422
    0.948688     0.051312
    0.947785     0.052215
    0.946867     0.053133
    0.945935     0.054065
    0.944988     0.055012
    0.944026     0.055974
    0.943048     0.056952
    0.942055     0.057945
    0.941046     0.058954
    0.940021     0.059979
    0.938979     0.061021
    0.937920     0.062080
    0.936845     0.063155
    0.935752     0.064248
    0.934642     0.065358
    0.933514     0.066486
    0.932369     0.067631
    0.931205     0.068795
    0.930022     0.069978
    0.928821     0.071179
    0.927601     0.072399
    0.926362     0.073638
    0.925103     0.074897
    0.923825     0.076175
    0.922527     0.077473
    0.921209     0.078791
    0.919871     0.080129
    0.918512     0.081488
